,use
2016-01-02 23:23:58,0.96655
2016-01-03 00:12:58,2.464816667
2016-01-03 00:22:58,2.5908
2016-01-03 00:26:58,2.858133333
2016-01-03 00:57:58,2.950666667
2016-01-03 00:59:58,1.91285
2016-01-03 01:29:58,2.269683333
2016-01-03 01:47:58,1.261883333
2016-01-03 11:38:58,2.596233333
2016-01-03 14:33:58,1.965283333
2016-01-03 14:35:58,0.591866667
2016-01-03 14:42:58,0.806666667
2016-01-03 15:32:58,5.19115
2016-01-03 15:34:58,2.466033333
2016-01-03 15:47:58,0.456583333
2016-01-03 15:50:58,4.71615
2016-01-03 15:51:58,2.6686
2016-01-03 15:52:58,0.5603
2016-01-03 16:16:58,3.271333333
2016-01-03 16:18:58,0.8305
2016-01-03 16:34:58,0.641516667
2016-01-03 16:41:58,1.7507
2016-01-03 17:48:58,1.997966667
2016-01-03 18:10:58,2.565916667
2016-01-03 18:11:58,1.21535
2016-01-03 19:06:58,3.151716667
2016-01-03 19:07:58,1.248833333
2016-01-03 20:10:58,3.444366667
2016-01-03 20:45:58,3.057566667
2016-01-03 20:47:58,2.113533333
2016-01-03 21:39:58,3.4522
2016-01-03 22:51:58,3.491283333
2016-01-03 23:02:58,3.381066667
2016-01-03 23:05:58,1.236566667
2016-01-03 23:30:58,1.517016667
2016-01-04 00:51:58,2.506433333
2016-01-04 00:57:58,2.761233333
2016-01-04 00:58:58,1.341683333
2016-01-04 03:45:58,1.391533333
2016-01-04 13:02:58,2.653433333
2016-01-04 14:18:58,3.226783333
2016-01-04 14:41:58,2.38005
2016-01-04 14:43:58,0.937716667
2016-01-04 14:54:58,3.907183333
2016-01-04 16:32:58,0.31815
2016-01-04 16:48:58,1.925916667
2016-01-04 16:50:58,3.44925
2016-01-04 17:28:58,2.341233333
2016-01-04 17:57:58,1.3311
2016-01-04 18:01:58,1.5733
2016-01-04 19:32:58,1.937683333
2016-01-04 20:15:58,1.059
2016-01-04 21:37:58,3.510966667
2016-01-04 21:40:58,3.242516667
2016-01-04 21:41:58,2.037133333
2016-01-04 22:32:58,3.3142
2016-01-04 22:34:58,2.018883333
2016-01-04 23:00:58,3.1737
2016-01-04 23:02:58,2.0852
2016-01-04 23:10:58,0.954316667
2016-01-04 23:32:58,1.125533333
2016-01-05 00:16:58,2.746366667
2016-01-05 00:25:58,2.947216667
2016-01-05 01:32:58,3.909933333
2016-01-05 01:54:58,0.967883333
2016-01-05 01:58:58,3.548383333
2016-01-05 02:00:58,1.2816
2016-01-05 02:03:58,3.495516667
2016-01-05 02:07:58,0.858866667
2016-01-05 02:08:58,3.39975
2016-01-05 02:11:58,2.052333333
2016-01-05 02:12:58,3.049133333
2016-01-05 02:13:58,4.998816667
2016-01-05 02:15:58,2.22485
2016-01-05 02:18:58,4.082966667
2016-01-05 02:20:58,2.2208
2016-01-05 02:23:58,4.843683333
2016-01-05 02:28:58,4.9791
2016-01-05 02:29:58,4.009033333
2016-01-05 02:30:58,2.523366667
2016-01-05 02:31:58,1.181733333
2016-01-05 03:33:58,0.903283333
2016-01-05 11:41:58,2.888416667
2016-01-05 12:08:58,3.010783333
2016-01-05 12:10:58,1.023283333
2016-01-05 15:08:58,1.413883333
2016-01-05 17:24:58,1.404266667
2016-01-05 21:00:58,3.17915
2016-01-06 02:12:58,2.591683333
2016-01-06 10:51:58,2.387816667
2016-01-06 10:52:58,3.89385
2016-01-06 11:33:58,1.218916667
2016-01-06 15:54:58,1.789616667
2016-01-06 15:57:58,0.523533333
2016-01-06 22:24:58,2.899433333
2016-01-06 22:25:58,4.009166667
2016-01-06 22:43:58,1.931833333
2016-01-06 22:52:58,3.351216667
2016-01-06 22:56:58,1.203816667
2016-01-06 23:00:58,2.890466667
2016-01-06 23:03:58,3.278266667
2016-01-06 23:07:58,2.178333333
2016-01-06 23:15:58,3.584133333
2016-01-06 23:26:58,3.042816667
2016-01-06 23:33:58,3.1526
2016-01-06 23:42:58,0.992316667
2016-01-07 00:00:58,2.7296
2016-01-07 00:01:58,1.5786
2016-01-07 00:32:58,2.916716667
2016-01-07 00:34:58,3.580983333
2016-01-07 00:36:58,1.396883333
2016-01-07 03:30:58,1.92725
2016-01-07 11:58:58,2.3766
2016-01-07 12:00:58,1.070883333
2016-01-07 13:08:58,2.290433333
2016-01-07 16:20:58,2.077583333
2016-01-07 16:22:58,0.784633333
2016-01-07 16:23:58,1.96475
2016-01-07 16:24:58,0.899533333
2016-01-07 19:43:58,1.971316667
2016-01-07 22:12:58,2.489216667
2016-01-07 22:52:58,3.075466667
2016-01-07 22:53:58,1.802566667
2016-01-08 01:48:58,2.3877
2016-01-08 02:18:58,2.7867
2016-01-08 02:26:58,2.445416667
2016-01-08 02:27:58,1.309233333
2016-01-08 11:29:58,3.9427
2016-01-08 11:30:58,2.6039
2016-01-08 13:09:58,1.829716667
2016-01-08 14:05:58,2.772466667
2016-01-08 14:06:58,1.4164
2016-01-08 16:53:58,2.155083333
2016-01-08 17:15:58,1.703066667
2016-01-08 17:17:58,0.4052
2016-01-08 18:29:58,7.378916667
2016-01-08 18:30:58,4.504966667
2016-01-08 18:31:58,0.958366667
2016-01-08 19:47:58,5.7832
2016-01-08 19:48:58,4.672866667
2016-01-08 19:49:58,1.54625
2016-01-08 20:23:58,2.988
2016-01-08 20:24:58,1.7768
2016-01-08 20:50:58,2.513233333
2016-01-08 20:52:58,1.491233333
2016-01-08 20:55:58,2.78475
2016-01-09 01:50:58,1.870666667
2016-01-09 03:17:58,2.242866667
2016-01-09 03:18:58,1.15905
2016-01-09 12:04:58,2.999916667
2016-01-09 14:11:58,2.8906
2016-01-09 14:13:58,0.879716667
2016-01-09 17:17:58,2.0828
2016-01-09 19:55:58,2.293516667
2016-01-09 21:11:58,2.293233333
2016-01-09 21:36:58,2.679383333
2016-01-09 21:38:58,1.70555
2016-01-09 22:12:58,2.51895
2016-01-09 23:14:58,3.131833333
2016-01-10 01:09:58,3.824316667
2016-01-10 01:13:58,1.468716667
2016-01-10 12:03:58,2.91855
2016-01-10 12:05:58,0.913216667
2016-01-10 13:34:58,4.20575
2016-01-10 13:53:58,1.30345
2016-01-10 13:56:58,2.8451
2016-01-10 13:59:58,0.950183333
2016-01-10 14:02:58,3.396316667
2016-01-10 14:04:58,1.476083333
2016-01-10 14:31:58,1.291933333
2016-01-10 17:05:58,2.758016667
2016-01-10 19:04:58,1.9502
2016-01-10 19:54:58,1.896366667
2016-01-10 19:56:58,0.941616667
2016-01-10 20:31:58,2.3661
2016-01-10 20:33:58,1.2293
2016-01-10 21:55:58,3.527983333
2016-01-10 22:22:58,1.302466667
2016-01-10 22:25:58,3.271266667
2016-01-10 22:28:58,1.863166667
2016-01-10 22:30:58,4.251633333
2016-01-10 22:33:58,1.086666667
2016-01-10 22:36:58,3.507233333
2016-01-10 22:38:58,1.7651
2016-01-10 22:42:58,3.55785
2016-01-10 22:44:58,1.026766667
2016-01-10 22:48:58,3.383283333
2016-01-10 22:54:58,4.356
2016-01-10 22:58:58,1.988933333
2016-01-11 00:02:58,3.996633333
2016-01-11 00:18:58,1.488883333
2016-01-11 00:22:58,3.4676
2016-01-11 00:25:58,1.360916667
2016-01-11 00:28:58,2.59445
2016-01-11 00:31:58,1.280816667
2016-01-11 00:34:58,2.617633333
2016-01-11 00:37:58,1.317983333
2016-01-11 00:52:58,4.0945
2016-01-11 01:05:58,3.402566667
2016-01-11 01:07:58,4.501483333
2016-01-11 01:11:58,2.534166667
2016-01-11 01:20:58,1.437216667
2016-01-11 01:38:58,2.715516667
2016-01-11 01:40:58,1.535933333
2016-01-11 02:10:58,2.035433333
2016-01-11 03:07:58,2.71625
2016-01-11 13:50:58,3.660883333
2016-01-11 13:57:58,3.873416667
2016-01-11 14:23:58,2.78385
2016-01-11 14:25:58,1.474383333
2016-01-11 15:14:58,0.847816667
2016-01-11 15:37:58,2.26765
2016-01-11 16:08:58,3.222266667
2016-01-11 16:09:58,1.697783333
2016-01-11 18:06:58,2.384716667
2016-01-12 00:32:58,3.631066667
2016-01-12 01:13:58,2.40435
2016-01-12 01:14:58,1.438133333
2016-01-12 01:40:58,2.571183333
2016-01-12 01:44:58,0.8537
2016-01-12 02:50:58,2.537666667
2016-01-12 02:51:58,1.392316667
2016-01-12 03:16:58,3.084016667
2016-01-12 11:23:58,1.3109
2016-01-12 11:29:58,2.416283333
2016-01-12 11:31:58,1.197283333
2016-01-12 12:09:58,2.069666667
2016-01-12 12:11:58,1.2211
2016-01-12 16:36:58,1.79305
2016-01-12 16:54:58,0.72865
2016-01-12 18:34:58,1.93095
2016-01-12 23:06:58,0.668116667
2016-01-13 03:32:58,2.254433333
2016-01-13 03:33:58,1.0937
2016-01-13 11:44:58,1.64905
2016-01-13 11:52:58,3.555666667
2016-01-13 12:07:58,3.29365
2016-01-13 12:10:58,1.46325
2016-01-13 12:43:58,3.6672
2016-01-13 12:44:58,2.517116667
2016-01-13 12:49:58,3.492916667
2016-01-13 12:51:58,2.3235
2016-01-13 13:18:58,0.87105
2016-01-13 13:47:58,2.246083333
2016-01-13 20:23:58,2.635866667
2016-01-14 00:08:58,2.741666667
2016-01-14 00:09:58,1.68625
2016-01-14 01:00:58,2.645183333
2016-01-14 01:07:58,3.748783333
2016-01-14 01:09:58,1.829633333
2016-01-14 11:15:58,2.74085
2016-01-14 11:51:58,3.70915
2016-01-14 11:52:58,2.360916667
2016-01-14 12:33:58,2.0809
2016-01-14 12:35:58,0.827583333
2016-01-14 13:06:58,0.376833333
2016-01-14 14:12:58,1.238566667
2016-01-14 15:06:58,2.286
2016-01-14 15:07:58,5.82955
2016-01-14 15:08:58,1.478816667
2016-01-14 16:14:58,1.383516667
2016-01-14 16:22:58,0.5787
2016-01-14 16:45:58,1.859566667
2016-01-14 17:18:58,2.051466667
2016-01-14 17:33:58,1.565816667
2016-01-14 22:17:58,2.110816667
2016-01-14 22:48:58,2.6968
2016-01-14 23:13:58,1.366466667
2016-01-15 02:17:58,0.81
2016-01-15 02:20:58,2.205483333
2016-01-15 02:21:58,0.713733333
2016-01-15 10:11:58,2.8733
2016-01-15 10:12:58,1.661716667
2016-01-15 12:01:58,2.81305
2016-01-15 12:13:58,2.41175
2016-01-15 12:14:58,3.5994
2016-01-15 12:15:58,1.280033333
2016-01-15 13:20:58,1.902416667
2016-01-15 23:24:58,2.450483333
2016-01-15 23:26:58,1.561166667
2016-01-15 23:55:58,2.96005
2016-01-16 01:29:58,2.430133333
2016-01-16 01:30:58,1.230083333
2016-01-16 12:56:58,2.628033333
2016-01-16 12:58:58,1.00895
2016-01-16 13:36:58,2.128966667
2016-01-16 14:55:58,0.544783333
2016-01-16 15:29:58,2.538816667
2016-01-16 16:31:58,2.149366667
2016-01-16 16:33:58,0.6936
2016-01-16 17:25:58,2.901066667
2016-01-16 18:43:58,2.50585
2016-01-16 19:17:58,2.16905
2016-01-16 19:19:58,0.9604
2016-01-16 19:33:58,1.3912
2016-01-16 20:33:58,3.11245
2016-01-16 23:25:58,2.953316667
2016-01-17 00:51:58,3.715916667
2016-01-17 01:39:58,3.1176
2016-01-17 02:03:58,2.111616667
2016-01-17 04:11:58,0.609633333
2016-01-17 12:11:58,2.5598
2016-01-17 12:13:58,1.32845
2016-01-17 12:19:58,3.64155
2016-01-17 12:20:58,2.419466667
2016-01-17 12:47:58,2.738633333
2016-01-17 13:40:58,1.966533333
2016-01-17 13:43:58,0.8563
2016-01-17 17:10:58,3.614133333
2016-01-17 17:11:58,1.857566667
2016-01-17 21:28:58,1.5563
2016-01-17 21:47:58,1.342033333
2016-01-17 23:11:58,3.345733333
2016-01-17 23:25:58,2.433433333
2016-01-17 23:26:58,1.0614
2016-01-17 23:32:58,3.104
2016-01-17 23:44:58,2.154783333
2016-01-17 23:54:58,1.360933333
2016-01-18 00:01:58,3.426316667
2016-01-18 00:13:58,3.510016667
2016-01-18 00:20:58,1.38365
2016-01-18 00:27:58,4.096633333
2016-01-18 00:31:58,1.109883333
2016-01-18 00:36:58,3.46465
2016-01-18 00:40:58,4.11815
2016-01-18 00:54:58,1.488566667
2016-01-18 00:57:58,3.178283333
2016-01-18 01:00:58,2.166916667
2016-01-18 01:02:58,3.73145
2016-01-18 01:05:58,1.645366667
2016-01-18 01:08:58,4.3691
2016-01-18 01:09:58,5.964933333
2016-01-18 01:12:58,1.825533333
2016-01-18 01:16:58,3.92935
2016-01-18 01:17:58,5.908016667
2016-01-18 01:18:58,4.571533333
2016-01-18 01:20:58,4.622316667
2016-01-18 01:24:58,5.89585
2016-01-18 01:26:58,3.11435
2016-01-18 12:43:58,2.370316667
2016-01-18 13:13:58,3.137716667
2016-01-18 13:51:58,2.704966667
2016-01-18 14:20:58,3.419483333
2016-01-18 14:22:58,1.72285
2016-01-18 15:46:58,3.075866667
2016-01-18 15:47:58,2.036416667
2016-01-18 15:56:58,2.472933333
2016-01-18 16:21:58,1.512733333
2016-01-18 16:52:58,2.58835
2016-01-18 16:53:58,3.780983333
2016-01-18 17:13:58,2.103833333
2016-01-18 18:24:58,1.142816667
2016-01-18 18:58:58,2.51465
2016-01-18 18:59:58,1.55325
2016-01-18 22:42:58,2.591716667
2016-01-18 22:44:58,1.510466667
2016-01-19 01:34:58,2.891733333
2016-01-19 06:12:58,1.634666667
2016-01-19 10:12:58,2.910366667
2016-01-19 11:44:58,2.433066667
2016-01-19 11:58:58,1.379133333
2016-01-19 12:10:58,4.410433333
2016-01-19 12:50:58,2.077666667
2016-01-19 13:14:58,1.5134
2016-01-19 13:31:58,1.342916667
2016-01-19 13:48:58,3.198566667
2016-01-19 13:51:58,1.802266667
2016-01-19 16:56:58,2.5179
2016-01-19 16:58:58,1.592133333
2016-01-19 19:39:58,1.443983333
2016-01-19 20:13:58,3.051516667
2016-01-19 22:45:58,1.4585
2016-01-20 00:39:58,3.352066667
2016-01-20 04:13:58,3.133983333
2016-01-20 04:14:58,2.01745
2016-01-20 11:24:58,1.5616
2016-01-20 11:33:58,1.083116667
2016-01-20 11:56:58,0.79185
2016-01-20 12:17:58,2.2773
2016-01-20 12:18:58,0.90865
2016-01-20 13:38:58,2.7085
2016-01-20 14:54:58,1.4384
2016-01-20 20:26:58,1.993783333
2016-01-20 20:27:58,3.26955
2016-01-20 20:28:58,1.8466
2016-01-20 23:03:58,3.21335
2016-01-20 23:05:58,1.516383333
2016-01-21 00:15:58,3.018283333
2016-01-21 01:11:58,2.608316667
2016-01-21 04:09:58,1.67275
2016-01-21 04:11:58,1.16205
2016-01-21 11:54:58,2.353016667
2016-01-21 12:15:58,2.508083333
2016-01-21 14:30:58,1.888983333
2016-01-21 15:43:58,2.132166667
2016-01-21 15:44:58,0.9331
2016-01-21 18:50:58,1.28175
2016-01-21 22:18:58,1.290833333
2016-01-22 01:06:58,2.664866667
2016-01-22 01:08:58,1.678266667
2016-01-22 11:16:58,3.413333333
2016-01-22 12:14:58,2.347616667
2016-01-22 17:22:58,1.4547
2016-01-22 17:44:58,2.053916667
2016-01-22 20:21:58,2.441833333
2016-01-22 20:23:58,1.676916667
2016-01-22 23:07:58,2.178283333
2016-01-22 23:09:58,1.366433333
2016-01-23 01:41:58,2.080466667
2016-01-23 01:45:58,1.114566667
2016-01-23 03:56:58,2.379466667
2016-01-23 11:59:58,1.45775
2016-01-23 12:11:58,2.631733333
2016-01-23 12:22:58,2.726666667
2016-01-23 12:57:58,2.545133333
2016-01-23 14:13:58,2.810633333
2016-01-23 14:14:58,1.324766667
2016-01-23 15:18:58,2.979633333
2016-01-23 15:19:58,7.854933333
2016-01-23 15:20:58,3.46195
2016-01-23 15:21:58,0.702916667
2016-01-23 16:43:58,2.01865
2016-01-23 16:51:58,3.05305
2016-01-23 16:57:58,1.203633333
2016-01-23 17:14:58,1.95905
2016-01-23 17:40:58,2.79215
2016-01-23 17:51:58,2.788816667
2016-01-23 18:01:58,3.272916667
2016-01-23 18:32:58,3.156633333
2016-01-23 18:34:58,3.922616667
2016-01-23 18:39:58,3.2707
2016-01-23 18:41:58,2.09345
2016-01-23 18:45:58,1.8182
2016-01-23 19:28:58,1.5489
2016-01-23 19:44:58,1.880216667
2016-01-23 20:53:58,4.700483333
2016-01-23 21:10:58,1.828566667
2016-01-23 21:15:58,3.93765
2016-01-23 21:24:58,1.55655
2016-01-23 21:30:58,3.0527
2016-01-23 21:35:58,1.760316667
2016-01-23 21:40:58,2.927383333
2016-01-23 21:41:58,4.2582
2016-01-23 21:45:58,2.10115
2016-01-23 21:55:58,1.06235
2016-01-23 22:01:58,3.7247
2016-01-23 22:04:58,4.430666667
2016-01-23 22:06:58,2.018066667
2016-01-23 22:15:58,3.165083333
2016-01-23 22:16:58,2.032783333
2016-01-23 22:30:58,0.8933
2016-01-23 23:06:58,2.151816667
2016-01-23 23:53:58,1.0998
2016-01-24 00:33:58,3.16625
2016-01-24 02:28:58,2.3269
2016-01-24 02:47:58,0.546933333
2016-01-24 03:22:58,1.940433333
2016-01-24 12:47:58,2.5782
2016-01-24 12:48:58,1.4748
2016-01-24 14:27:58,2.432166667
2016-01-24 14:28:58,1.244333333
2016-01-24 14:32:58,2.022466667
2016-01-24 18:05:58,1.78275
2016-01-24 20:34:58,4.37305
2016-01-24 20:35:58,6.858033333
2016-01-24 20:36:58,1.9927
2016-01-24 20:37:58,2.126833333
2016-01-24 20:40:58,3.817183333
2016-01-24 20:41:58,7.203966667
2016-01-24 20:42:58,1.936483333
2016-01-24 20:46:58,3.9362
2016-01-24 20:47:58,6.6397
2016-01-24 20:49:58,1.97485
2016-01-24 20:50:58,3.27105
2016-01-24 20:51:58,7.108733333
2016-01-24 20:52:58,3.328333333
2016-01-24 20:58:58,6.658733333
2016-01-24 20:59:58,1.808666667
2016-01-24 21:12:58,4.527216667
2016-01-24 21:14:58,1.869583333
2016-01-24 21:25:58,2.65865
2016-01-25 02:46:58,1.4622
2016-01-25 10:00:58,2.544616667
2016-01-25 10:42:58,2.702233333
2016-01-25 13:00:58,2.644866667
2016-01-25 14:32:58,1.852483333
2016-01-25 14:42:58,2.206783333
2016-01-25 14:48:58,2.83525
2016-01-25 14:49:58,1.459183333
2016-01-25 15:10:58,3.048733333
2016-01-25 15:16:58,2.555666667
2016-01-25 15:36:58,2.211333333
2016-01-25 18:47:58,0.85415
2016-01-25 19:17:58,0.5018
2016-01-25 21:18:58,2.819283333
2016-01-25 21:24:58,2.6909
2016-01-25 21:35:58,3.065916667
2016-01-25 21:59:58,1.478383333
2016-01-25 22:27:58,2.446533333
2016-01-25 22:28:58,1.099166667
2016-01-25 23:06:58,2.652916667
2016-01-25 23:56:58,1.921816667
2016-01-26 00:16:58,1.580516667
2016-01-26 00:31:58,2.584516667
2016-01-26 00:32:58,4.14005
2016-01-26 00:33:58,2.9473
2016-01-26 00:35:58,4.057366667
2016-01-26 01:56:58,0.95105
2016-01-26 02:26:58,3.076933333
2016-01-26 08:18:58,2.210433333
2016-01-26 11:28:58,2.578
2016-01-26 12:00:58,2.340233333
2016-01-26 15:52:58,1.726883333
2016-01-26 15:54:58,0.27145
2016-01-26 16:20:58,2.165816667
2016-01-26 16:22:58,0.61815
2016-01-26 19:39:58,2.57365
2016-01-26 20:25:58,4.181183333
2016-01-26 20:27:58,0.871566667
2016-01-26 21:02:58,2.78935
2016-01-26 21:03:58,7.023683333
2016-01-26 21:04:58,3.30745
2016-01-26 22:00:58,7.1036
2016-01-26 22:01:58,3.3507
2016-01-26 22:03:58,6.82215
2016-01-26 22:04:58,3.763716667
2016-01-26 22:05:58,0.845733333
2016-01-26 22:08:58,2.16765
2016-01-26 22:09:58,5.809833333
2016-01-26 22:10:58,1.216383333
2016-01-26 22:57:58,3.20425
2016-01-26 22:58:58,1.776083333
2016-01-26 23:03:58,0.873333333
2016-01-26 23:26:58,1.126383333
2016-01-27 02:18:58,2.349633333
2016-01-27 02:19:58,1.25185
2016-01-27 02:25:58,2.6197
2016-01-27 03:08:58,2.425516667
2016-01-27 03:09:58,1.415966667
2016-01-27 11:47:58,2.176116667
2016-01-27 11:49:58,1.317333333
2016-01-27 12:08:58,2.53695
2016-01-27 12:09:58,0.65995
2016-01-27 12:54:58,1.6515
2016-01-27 12:57:58,0.477283333
2016-01-27 21:02:58,2.124266667
2016-01-27 21:04:58,1.554733333
2016-01-27 23:29:58,3.110783333
2016-01-27 23:30:58,4.47985
2016-01-27 23:49:58,2.592716667
2016-01-27 23:51:58,3.514216667
2016-01-27 23:52:58,4.726033333
2016-01-27 23:55:58,2.127233333
2016-01-27 23:58:58,5.212966667
2016-01-28 00:00:58,2.37925
2016-01-28 00:02:58,3.379
2016-01-28 00:04:58,3.109066667
2016-01-28 00:08:58,4.62875
2016-01-28 00:15:58,1.2886
2016-01-28 00:18:58,3.227583333
2016-01-28 00:20:58,1.77045
2016-01-28 01:32:58,1.966533333
2016-01-28 01:36:58,0.88315
2016-01-28 01:41:58,2.578433333
2016-01-28 02:41:58,2.358133333
2016-01-28 11:25:58,1.628016667
2016-01-28 14:00:58,2.2658
2016-01-28 14:02:58,0.991533333
2016-01-28 15:46:58,1.564766667
2016-01-28 16:43:58,1.1451
2016-01-28 16:45:58,0.239
2016-01-28 17:15:58,0.080883333
2016-01-28 18:13:58,1.88415
2016-01-28 18:16:58,0.552866667
2016-01-28 22:33:58,3.471433333
2016-01-28 22:34:58,2.281166667
2016-01-28 23:05:58,0.669916667
2016-01-29 00:29:58,1.6307
2016-01-29 03:26:58,1.06545
2016-01-29 11:18:58,1.711916667
2016-01-29 11:20:58,1.071883333
2016-01-29 12:12:58,2.186633333
2016-01-29 12:14:58,0.919483333
2016-01-29 12:29:58,2.77845
2016-01-29 12:44:58,0.731583333
2016-01-29 13:01:58,0.557516667
2016-01-29 13:29:58,2.098
2016-01-29 13:30:58,0.8415
2016-01-29 13:31:58,2.073
2016-01-29 14:47:58,1.93505
2016-01-29 16:12:58,0.65655
2016-01-29 22:09:58,3.533066667
2016-01-29 22:10:58,2.31215
2016-01-30 02:26:58,2.4999
2016-01-30 11:09:58,2.610233333
2016-01-30 11:23:58,3.6705
2016-01-30 11:31:58,3.307383333
2016-01-30 11:44:58,1.652683333
2016-01-30 11:50:58,3.456783333
2016-01-30 11:52:58,1.9679
2016-01-30 12:00:58,1.43375
2016-01-30 21:51:58,3.194933333
2016-01-30 22:15:58,2.8826
2016-01-30 22:17:58,2.81535
2016-01-30 23:30:58,2.426533333
2016-01-31 01:16:58,2.97625
2016-01-31 01:44:58,2.993316667
2016-01-31 01:48:58,1.3734
2016-01-31 10:59:58,3.256366667
2016-01-31 13:00:58,1.803983333
2016-01-31 13:02:58,0.6504
2016-01-31 13:24:58,2.64985
2016-01-31 13:52:58,3.0596
2016-01-31 13:54:58,1.39485
2016-01-31 13:57:58,2.837583333
2016-01-31 13:59:58,1.313816667
2016-01-31 14:20:58,0.2906
2016-01-31 14:59:58,0.88485
2016-01-31 18:12:58,2.609083333
2016-01-31 18:14:58,3.6867
2016-01-31 18:36:58,4.886616667
2016-01-31 18:43:58,1.75405
2016-01-31 18:46:58,3.8463
2016-01-31 18:48:58,1.7791
2016-01-31 18:51:58,3.277683333
2016-01-31 18:54:58,1.204383333
2016-01-31 18:57:58,3.697366667
2016-01-31 18:59:58,1.642033333
2016-01-31 19:02:58,2.96975
2016-01-31 19:05:58,1.57135
2016-01-31 19:08:58,3.631066667
2016-01-31 19:11:58,1.077033333
2016-01-31 19:13:58,2.612633333
2016-01-31 19:16:58,1.0671
2016-01-31 19:19:58,3.968683333
2016-01-31 19:21:58,1.598316667
2016-01-31 19:41:58,2.273433333
2016-01-31 19:42:58,3.933183333
2016-01-31 19:46:58,1.335133333
2016-01-31 19:50:58,2.4612
2016-01-31 19:57:58,1.364633333
2016-01-31 20:26:58,1.7306
2016-01-31 20:28:58,0.517533333
2016-01-31 20:41:58,0.7909
2016-01-31 20:42:58,2.21155
2016-01-31 20:45:58,0.791833333
2016-01-31 20:46:58,1.81405
2016-01-31 21:00:58,3.60725
2016-01-31 21:17:58,1.119416667
2016-01-31 21:23:58,0.959766667
2016-01-31 23:00:58,1.464633333
2016-02-01 01:02:58,2.685266667
2016-02-01 11:23:58,0.814233333
2016-02-01 13:14:58,1.8978
2016-02-01 13:21:58,1.368933333
2016-02-01 18:56:58,2.36835
2016-02-01 18:58:58,1.331383333
